"Case#","Date","Time","Description","Location","Date_Time","Notes","Hour","Minute","Year","Time_Numeric","Type"
"220369","2022 10 06","0144","Noise Complaint","Reed College Apartments",2022-10-06 01:44:00,"Notes: A CSO responded to a noise complaint at the Reed College Apartments. The CSOs spoke to both parties involved, and the parties are working on a satisfactory resolution to the recurring problem. ",1,44,2022,1.73333333333333,"Incident"
"220370","2022 10 06","2229","Information Only","GCC Pool Hall",2022-10-06 22:29:00,"Notes: A CSO on patrol of the Pool Hall encountered unattended alcohol in the Pool Hall Manager’s office. While the CSO was in the process of collecting the alcohol, a student entered and stated that it was their alcohol. The student was of legal drinking age and informed the CSO that they had been told they could store the alcohol there while they were in the pool hall but could not store it overnight. The CSO apologized for any misunderstanding and returned the alcohol to the student. ",22,29,2022,22.4833333333333,"Incident"
"220371","2022 10 07","1431","Theft - Bike","Naito Hall",2022-10-07 14:31:00,"Notes: A CSO responded to a report of a bike theft at Naito Hall. The CSO met with a student who reported that they had two bikes secured to the bike rack outside of Naito Hall and both were missing. One bike is a red and blue Fuji and the other is a cream and navy colored Schwinn. The student stated that they would also file a report with the Portland Police Bureau. ",14,31,2022,14.5166666666667,"Incident"
"220372","2022 10 07","1923","Medical Assist - Other","Administrative building",2022-10-07 19:23:00,"Notes: A CSO responded to a request for medical assistance at an administrative building. The CSO met with a staff member who was feeling unwell after donating blood. The CSO assessed the staff member who continued to feel unwell, and their condition deteriorated during the assessment. Dispatch contacted American Medical Response (AMR) for further medical care. AMR arrived and assessed the staff member. The paramedics recommended further care at a medical facility. The staff member declined an ambulance ride to the medical facility and stated that they would get a ride from a friend if their symptoms did not improve. ",19,23,2022,19.3833333333333,"Incident"
"220373","2022 10 08","0014","Alcohol Violation","GCC Pool Hall",2022-10-08 00:14:00,"Notes: CSOs on patrol of GCC observed a student concealing a bottle of alcohol when the CSOs entered the Pool Hall. The student then exited the Pool Hall and went into the restroom. The CSOs retrieved the alcohol from where it had been placed and waited for the student to exit the restroom. The CSOs spoke with the student, after they exited the restroom, who confirmed that they were not of legal drinking age and that they were aware of the Reed alcohol policy. The CSOs disposed of the alcohol and continued on their patrol.",0,14,2022,0.233333333333333,"Incident"
"220374","2022 10 08","2353","Disorderly Conduct","Student Union",2022-10-08 23:53:00,"Notes: A CSO on patrol in Central Campus sighted three students standing on the roof of the Student Union. The CSO requested the students come down off of the roof, which they did. The students apologized and the CSO continued on with their patrol. ",23,53,2022,23.8833333333333,"Incident"
"220375","2022 10 09","0003","Medical Amnesty/Medical Assist - Alcohol/Alcohol Violation","Northwest quadrant Bouncy Bridge",2022-10-09 00:03:00,"Notes: The CS director responded to a request for assistance on the bouncy bridge. Upon arrival, the director met with four students, one of whom was possibly experiencing a mental health crisis. The director spoke with the student and assessed them for signs of alcohol or other drug overdose. The student stated that they had drank a little alcohol and had ingested no other substances. After conversing for a few minutes the student was able to walk to their residence with minimal assistance from their friends. The director determined that it was safe for the student to return to their residence with their friends. The director encouraged the student and their friends to call Community Safety if the student’s condition worsened and also provided them with a “green card” containing mental health resources and phone numbers. ",0,3,2022,0.05,"Incident"
"220343","2022 09 26","1853","Medical Assist - Other","Residence Hall",2022-09-26 18:53:00,"Notes: A CSO responded to a request for medical assistance in a residence hall. The CSO met with the student, and while assessing and conversing with the student, the student began to feel better. The CSO confirmed that they would check back with the student later and then cleared from the call.",18,53,2022,18.8833333333333,"Incident"
"220344","2022 09 26","2201","Medical Assist - Other","Residence Hall",2022-09-26 22:01:00,"Notes: CSOs responded to a request for medical assistance in a residence hall. The CSOs met with the student and after assessing the student, advised the student be seen by a medical professional for further care. Dispatch arranged for a taxi to take the student to a nearby medical facility and after the student had left the CSOs resumed their patrol duties. ",22,1,2022,22.0166666666667,"Incident"
"220345","2022 09 27","0018","Noise Complaint","Reed College Apartments",2022-09-27 00:18:00,"Notes: CSOs responded to a noise complaint in the RCAs. The CSOs met with the student and attempted to contact the unit resident from which the noise was emanating, but were unsuccessful. ",0,18,2022,0.3,"Incident"
"220346","2022 09 27","1603","Theft","Naito Hall",2022-09-27 16:03:00,"Notes: This report is incomplete at this time.",16,3,2022,16.05,"Incident"
"220347","2022 09 27","1821","No Contact Order","28 West",2022-09-27 18:21:00,"Notes: No Contact Orders were put in place between Reed community members.",18,21,2022,18.35,"Incident"
"220348","2022 09 28","0028","Damage to Property","Chemistry",2022-09-28 00:28:00,"Notes: A CSO on patrol in the Chemistry building encountered a door that appeared to have sustained damage. Upon closer inspection, the CSO observed that the bottom half of the door looked as if it had been pushed in, causing the door to sit at an odd angle and not allowing the door to properly latch. Building services was contacted for repairs. ",0,28,2022,0.466666666666667,"Incident"
"220349","2022 09 27","2315","Noise Complaint","Reed College Apartments",2022-09-27 23:15:00,"Notes: A CSO responded to a noise complaint at the RCAs. After meeting with the reporting party the CSO met with the unit resident about which the complaint had been made. The CSO made the resident aware that the noises emanating from their unit were disturbing their neighbor. The resident apologized and stated they would try not to disturb the neighbor any further.",23,15,2022,23.25,"Incident"
"220350","2022 09 28","1827","Medical Assist - Other","Residence Hall",2022-09-28 18:27:00,"Notes: A CSO responded to a request for medical assistance. The CSO arrived and met with the requesting party, a student, who had sustained an injury while playing soccer. The CSO assisted the student with applying and affixing an ice pack to their injury and encouraged the student to follow up for further medical care if the injury did not improve. ",18,27,2022,18.45,"Incident"
"220352","2022 09 30","0055","Suspicious Person/Activity/Circumstances","Trillium",2022-09-30 00:55:00,"Notes: A CSO responded to a report of suspicious activity in the Trillium residence hall. The CSO received information from Trillium residents about unusual activity in restroom and shower areas of the residence hall, including someone potentially attempting to enter occupied areas. No people potentially responsible were identified. The CSO encouraged the reporting parties to immediately report any future suspicious activity.",0,55,2022,0.916666666666667,"Incident"
"220353","2022 09 30","0255","Graffiti","Theatre Annex",2022-09-30 02:55:00,"Notes: A CSO on patrol in the northwest quadrant of campus encountered to masked individuals spray painting graffiti on the east facing exterior wall of the theatre annex. The individual ran away when the CSO attempted to make contact with them. ",2,55,2022,2.91666666666667,"Incident"
"220354","2022 09 30","1327","Theft - Bike","Naito/Sullivan",2022-09-30 13:27:00,"Notes: A student contacted Dispatch to report that their bike had been stolen from where it was secured at the Naito/Sullivan bike rack. The student had last seen the bike the day before. The bike is a black CX-4.",13,27,2022,13.45,"Incident"
"220355","2022 09 30","2204","Student Concern","Residence Hall",2022-09-30 22:04:00,"Notes: CSOs responded to a request for assistance in a residence hall. The CSOs arrived and met with the reporting party, and another student, who was possibly experiencing a mental health crisis. An Area Coordinator had been contacted for additional assistance and arrived shortly thereafter. The CSOs waited outside of the student’s residence until the Area Coordinator let them know that no further CS services would be needed at that time.  ",22,4,2022,22.0666666666667,"Incident"
"220357","2022 10 01 ","1142","Information Only","Academic Building",2022-10-01 11:42:00,"Notes: A CSO responded to a request for medical assistance outside of an academic building. The CSO met with the requesting party who had fallen off of their bicycle and needed some first aid supplies. The CSO provided bandages and antiseptic, which the student self-administered. The student expressed a desire to be seen by medical professionals for follow-up care so the CSO offered that a local urgent care may be the student’s best option during the weekend. The student thanked the CSO for their help and the CSO cleared from the call. ",11,42,2022,11.7,"Incident"
"220358","2022 10 01 ","1139","Information Only","Upper North Lot",2022-10-01 11:39:00,"Notes: A CSO responded to a report of a vehicle break in at the Upper North Lot. The CSO met with the reporting party who stated that they found the driver side door to be ajar when they arrived at the vehicle that day. Nothing appeared to have been taken from the vehicle and the CSO verified that the catalytic converter remained intact. Aside from the door being left ajar, the only evidence that someone had entered the vehicle was a pair of motorcycle gloves, not belonging to the reporting party, that had been left inside the vehicle, and tent stakes found underneath the vehicle. ",11,39,2022,11.65,"Incident"
"220359","2022 10 01","1542","No Contact Order Violation","28 West",2022-10-01 15:42:00,"Notes: CS received a report of a No Contact Order violation.",15,42,2022,15.7,"Incident"
"220360","2022 10 01","2133","Student Concern","Residence Hall",2022-10-01 21:33:00,"Notes: A CSO responded to a report of student concern in a residence hall. The CSO met with the student who was experiencing mental health distress and an Area Coordinator arrived shortly thereafter. The AC was familiar with the student and relayed to the CSO that they would not be needed so the CSO cleared from the call. ",21,33,2022,21.55,"Incident"
"220361","2022 10 01","2358","Information Only","28 West",2022-10-01 23:58:00,"Notes: A student contacted 28 West to report that their phone had alerted them that an airtag had been tracking their vehicle’s movements. The student stated that they were unaware of any airtags they, or anyone else they knew, had applied to their vehicle. An attempt was made by CSOs and the student to locate the airtag but they were unsuccessful in their search. In the meantime, the Dispatcher advised the student to register their vehicle with Community Safety and offered additional safety information.",23,58,2022,23.9666666666667,"Incident"
"220362","2022 10 02","0118","No Contact Order Violation","28 West",2022-10-02 01:18:00,"Notes: CS received a report of a No Contact Order violation.",1,18,2022,1.3,"Incident"
"220363","2022 10 02","1426","Theft - Bike","Trillium",2022-10-02 14:26:00,"Notes: A CSO responded to a report of a bike theft from Trillium residence hall. The CSO met with the reporting party who stated that their bike had last been seen two days prior secured to the bike rack outside of Trillium residence hall. The bike is a blue Trek with no fenders.",14,26,2022,14.4333333333333,"Incident"
"220364","2022 10 02","1430","Theft - Other","28 West",2022-10-02 14:30:00,"Notes: A student arrived at 28 West to report that the catalytic converter had been removed from their vehicle while it was parked in the West Lot. The student noted that this was the second time their catalytic converter had been stolen. The student also reported that they and some other students had recently seen a suspicious individual looking into vehicles in the West lot and provided a description of the individual. ",14,30,2022,14.5,"Incident"
"220330","2022 09 19","1705","Theft from Vehicle","Grove Lot",2022-09-19 17:05:00,"Notes: A CSO responded to a report of a stolen catalytic converter from a vehicle parked in the Grove Lot. The CSO met with the vehicle owner who stated that they had parked their vehicle in the lot the night before and when they returned to the vehicle that day they discovered that their catalytic converter had been removed. They also observed damage to the vehicle’s rear hatch and driver side door handle although nothing appeared to have been taken from inside the vehicle. The vehicle owner also stated that they would contact the Portland Police to file a report with them.",17,5,2022,17.0833333333333,"Incident"
"220331","2022 09 21","1529","Theft - Bike","RCAs",2022-09-21 15:29:00,"Notes: A CSO responded to a report of a bike theft from the Reed College Apartments. The bike owner stated that they had accidentally left their bike unsecured overnight outside of their apartment and when they went to retrieve it the next morning, it was gone. The bike is a turquoise MYKA brand mountain bike.",15,29,2022,15.4833333333333,"Incident"
"220332","2022 09 21","1945","Graffiti","Sullivan",2022-09-21 19:45:00,"Notes: A CSO on patrol on the east side of Sullivan encountered new graffiti on the smoke shack and brick wall of the garbage enclosure. Building services has been contacted for removal of the graffiti.",19,45,2022,19.75,"Incident"
"220333","2022 09 21","1937","Found Property","Sullivan",2022-09-21 19:37:00,"Notes: A CSO on exterior patrol on the east side of Sullivan found an unsecured and unattended yellow mountain bike lying on the grass near the smoke shack. The CSO transported it to 28 West for safekeeping.",19,37,2022,19.6166666666667,"Incident"
"220334","2022 09 22","1353","Damage to Property","GCC",2022-09-22 13:53:00,"Notes: Dispatch received an email from a Reed staff member reporting that the vinyl mural on the wall outside of Conference Room A inside the GCC had been damaged, having had a large portion of it torn away. The staff member stated that the damage was new as of that 24 hour period.",13,53,2022,13.8833333333333,"Incident"
"220335","2022 09 22","1539","Theft of Motor Vehicle","West Lot",2022-09-22 15:39:00,"Notes: A CSO responded to a report of a vehicle theft from the West Lot. The CSO met with the vehicle owner, a Reed student, who reported that they had parked the vehicle in the lot three days prior. The student provided a description of the vehicle and also stated that they would file a report with the Portland Police Bureau.",15,39,2022,15.65,"Incident"
"220336","2022 09 23","2235","Graffiti","Vollum",2022-09-23 22:35:00,"Notes: A CSO on an exterior patrol of Vollum encountered new graffiti on the west facing wall. Building services has been contacted for removal of the graffiti.",22,35,2022,22.5833333333333,"Incident"
"220337","2022 09 24","0020","Graffiti","GCC",2022-09-24 00:20:00,"Notes: A CSO on exterior patrol of the GCC observed through a window, two students actively writing graffiti on a door inside the building. The CSO entered the building and when they arrived at the location where the students had been standing, the students had already left but could be seen entering a restroom in the hallway near the Pool Hall. The CSO waited for the students to exit the restroom and initiated a conversation with them regarding the graffiti.",0,20,2022,0.333333333333333,"Incident"
"220338","2022 09 24","0158","Suspicious Person/Activity/Circumstances","Sullivan Hall",2022-09-24 01:58:00,"Notes: A CSO responded to a report of suspicious activity in the Sullivan residence hall. The CSO met with a student who reported that while they were in the restroom in Sullivan hall, two unknown persons entered the restroom and one of them seemingly attempted to enter the stall that the reporting student was occupying. The two unknown persons then quickly left the restroom. After exiting the restroom, the reporting student told another student about the interaction and that other student then found the other two unknown persons and attempted to confront them. The two persons, who this other student stated they believed to also be students, then ran away. This report was followed up on by Community Safety managers. ",1,58,2022,1.96666666666667,"Incident"
"220339","2022 09 24","1532","Suspicious Person/Activity/Circumstances","Campus",2022-09-24 15:32:00,"Notes: A CSO responded to a report of verbal harassment of a neighbor by unaffiliated high schoolers. The neighbor stated that they knew the other high schoolers based on other interactions that took place off campus. The neighbor stated that the high schoolers would shout insults at them when they saw them both on and off campus. The report also noted that the high schoolers have also harassed Reed community members and had already been excluded by Reed CSOs during a prior interaction. ",15,32,2022,15.5333333333333,"Incident"
"220340","2022 09 24","1822","Medical Assist - Other","Residence Hall",2022-09-24 18:22:00,"Notes: A CSO assisted a student in using the student’s personally prescribed epi pen.",18,22,2022,18.3666666666667,"Incident"
"220341","2022 09 25","0038","Medical Assist - Other","Residence Hall",2022-09-25 00:38:00,"Notes: A CSO responded to a request for medical assistance in a residence hall. The CSO arrived and assessed the injury that a student had received. The CSO provided first aid assistance and the student stated that they would follow up with the HCC the following day.",0,38,2022,0.633333333333333,"Incident"
"220342","2022 09 25","2316","Harassment","28 West",2022-09-25 23:16:00,"Notes: A Reed community member reported being harassed by other Reed community members and requested a No Contact Order.",23,16,2022,23.2666666666667,"Incident"
"220319","2022 09 12","1556","Graffiti","Trillium",2022-09-12 15:56:00,"Notes: A CSO on exterior patrol of Trillium encountered new graffiti on a northeast window of the building. Building services has been contacted for removal of the graffiti.",15,56,2022,15.9333333333333,"Incident"
"220320","2022 09 14","1150","Damage to Property","West Lot",2022-09-14 11:50:00,"Notes: A CSO responded to a report of an attempted theft of a vehicle from the West Lot. Upon arrival, the CSO met with a Reed staff member who had observed that the ignition switch of a Reed owned van had been extensively damaged in a probable attempt to steal the vehicle. The staff member stated that the van had a dead battery which is probably what prevented the theft from being completed.",11,50,2022,11.8333333333333,"Incident"
"220321","2022 09 14","1359","Theft - Bike","Naito/Sullivan",2022-09-14 13:59:00,"Notes: CSOs responded to a report of a bike theft from the Naito/Sullivan residence hall. The CSOs met with the bike owner who reported that their bike had been secured the night before at the exterior bike rack located in the Naito/Sullivan breezeway. The bike is described as a blue mountain bike with one pink fender and one black fender.",13,59,2022,13.9833333333333,"Incident"
"220322","2022 09 14","1443","No Contact Order","28 West",2022-09-14 14:43:00,"Notes: A No Contact order was issued at the direction of the Judicial Board.",14,43,2022,14.7166666666667,"Incident"
"220324","2022 09 16","2219","Alcohol Violation","GCC/Pool Hall",2022-09-16 22:19:00,"Notes: CSOs on patrol of the Pool Hall in GCC encountered a student who appeared to attempt to hide a container when they saw the CSOs. The CSOs stopped the student and requested to confirm the type of beverage the student was holding. The student confirmed that it was an alcoholic beverage and also confirmed that they were not of legal drinking age. The CSOs confiscated and disposed of the alcohol and continued on their patrol.",22,19,2022,22.3166666666667,"Incident"
"220325","2022 09 16","2237","Alcohol Violation","GCC/Pool Hall",2022-09-16 22:37:00,"Notes: CSOs on patrol of the Pool Hall in GCC encountered a student who appeared to be drinking alcohol and appeared to attempt to hide the container when the student saw the CSOs. The CSOs approached the student, who confirmed that they were drinking alcohol and that they were not of legal drinking age. The CSOs confiscated and disposed of the alcohol and continued on their patrol.",22,37,2022,22.6166666666667,"Incident"
"220326","2022 09 16","2257","Alcohol Violation","GCC/Pool Hall",2022-09-16 22:57:00,"Notes: A CSO on patrol of the Pool Hall encountered a student sitting on a sofa holding a container of alcohol. When the CSO approached the student, the student stated that they were not of legal drinking age and handed the alcohol to the CSO. The CSO disposed of the alcohol and continued on their patrol. ",22,57,2022,22.95,"Incident"
"220327","2022 09 17","1719","Theft of Motor Vehicle","Grove Lot",2022-09-17 17:19:00,"Notes: A CSO responded to a report of theft of a motor vehicle. The CSO met with the vehicle owner, a Reed student, who reported that their vehicle had been stolen and the student had last seen it on the prior Sunday. The CSO took a full report and also encouraged the student to file a report with the Portland Police Bureau.",17,19,2022,17.3166666666667,"Incident"
"220328","2022 09 18","1541","Graffiti","North East Quadrant",2022-09-18 15:41:00,"Notes: A CSO on patrol near Sullivan residence hall encountered new graffiti on a dumpster and the walkway east of the building. Building services has been contacted for removal of the graffiti.",15,41,2022,15.6833333333333,"Incident"
"220303","2022 09 05","0041","Medical Assist - Alcohol - Medical Amnesty","Residence Hall",2022-09-05 00:41:00,"Notes: A CSO responded to a request for medical assistance in a residence hall. Upon arrival, the CSO met with a student who was not feeling well after consuming alcohol. Using the Yellow Card, the CSO assessed the student for signs of alcohol or other drug overdose and determined that no medical intervention was necessary at that time. Two friends of the student offered to remain with them until they were feeling better. The CSO departed and when they checked back in with the student approximately one hour later, the student stated that they were feeling much better.",0,41,2022,0.683333333333333,"Incident"
"220304","2022 09 05","0121","Medical Assist - Alcohol - Medical Amnesty","Residence Hall",2022-09-05 01:21:00,"Notes: A CSO responded to a request for medical assistance in a residence hall. Upon arrival, the CSO met with a student who was not feeling well after consuming alcohol. Two of the student’s friends accompanied them to their residence and offered to remain with them until they were feeling better.",1,21,2022,1.35,"Incident"
"220305","2022 09 05","0456","Medical Assist - Other - Medical Amnesty","Residence Hall",2022-09-05 04:56:00,"Notes: A CSO responded to a request for medical assistance in a residence hall. Upon arrival, the CSO spoke with the student and assessed the student for signs of a medical emergency. Between the conversation with the student and a basic health assessment the CSO determined that no medical intervention was necessary at that time.",4,56,2022,4.93333333333333,"Incident"
"220307","2022 09 05","1845","Graffiti","Eliot Hall",2022-09-05 18:45:00,"Notes: A CSO on patrol encountered new graffiti on both stone benches on the south exterior side of Eliot Hall. Building services has been contacted for removal of the graffiti.",18,45,2022,18.75,"Incident"
"220309","2022 09 06","0026","Graffiti","Chemistry",2022-09-06 00:26:00,"Notes: A CSO on patrol encountered new graffiti on the pavement at the south entrance to the Chemistry building. Building services has been contacted for removal of the graffiti.",0,26,2022,0.433333333333333,"Incident"
"220310","2022 09 07","0041","Graffiti","Bragdon residence hall",2022-09-07 00:41:00,"Notes: A CSO on patrol encountered new graffiti on the southwest exterior side of Bragdon residence hall. Building services has been contacted for removal of the graffiti.",0,41,2022,0.683333333333333,"Incident"
"220311","2022 09 09","0533","Unattended Alcohol or Drugs","GCC Pool Hall",2022-09-09 05:33:00,"Notes: CSOs on patrol of GCC encountered multiple unattended alcohol containers in the refrigerator of the Pool Hall manager’s office. The CSOs disposed of the alcohol and continued on their patrol.",5,33,2022,5.55,"Incident"
"220312","2022 09 09","2138","Unattended Alcohol or Drugs","GCC Pool Hall",2022-09-09 21:38:00,"Notes: A CSO on patrol observed multiple cans of alcohol sitting unattended on a table in the GCC pool hall. The CSO poured out the alcohol and continued on their patrol.",21,38,2022,21.6333333333333,"Incident"
"220314","2022 09 09","2243","Alcohol Violation","ODB/Kerr",2022-09-09 22:43:00,"Notes: A CSO on patrol in Kerr passed two students holding alcoholic beverages. The CSO observed that the two students attempted to hide the beverages from sight as the CSO passed by. The CSO returned to the students to confirm the students were of legal drinking age. Both students confirmed that they were not yet of legal drinking age. The CSO confiscated and disposed of the alcoholic beverages.",22,43,2022,22.7166666666667,"Incident"
"220315","2022 09 09","2124","Graffiti","Pool Hall",2022-09-09 21:24:00,"Notes: A CSO on patrol encountered new graffiti in the pool hall. The graffiti appeared to be a recipe for an alcoholic beverage. Building services has been contacted for removal of the graffiti.",21,24,2022,21.4,"Incident"
"220316","2022 09 11","1313","Graffiti","Trillium",2022-09-11 13:13:00,"Notes: A CSO on patrol encountered new graffiti on the southeast exterior side of Trillium residence hall. Building services has been contacted for removal of the graffiti.",13,13,2022,13.2166666666667,"Incident"
"220317","2022 09 11","1642","Threat Assessment","28 West",2022-09-11 16:42:00,"Notes: A student reported possible physical threats against them. This report is being followed up on by the Community Safety director.",16,42,2022,16.7,"Incident"
"220318","2022 09 11","1954","Medical Transport - Other","Residence hall",2022-09-11 19:54:00,"Notes: CSOs responded to a request for medical assistance in a residence hall. Upon meeting with the student, it was determined that medical intervention would be necessary so American Medical Response (AMR) was contacted. AMR arrived and transported the student to a nearby medical facility for further evaluation and care.",19,54,2022,19.9,"Incident"
"220289","2022 08 29","1918","Medical Assist - Other","Residence Hall",2022-08-29 19:18:00,"Notes: A CSO responded to a request for medical assistance in a residence hall. The CSO arrived and spoke with the student. As the CSO and student spoke, the student’s symptoms subsided to the point that they felt comfortable ending the conversation with no medical intervention. ",19,18,2022,19.3,"Incident"
"220290 ","2022 08 29","1958","Exclusion","East Lot",2022-08-29 19:58:00,"Notes: A CSO responded to an individual lying on the ground in the entrance to the East Lot. Upon arrival, the CSO encountered a non-community member who was possibly experiencing a mental health crisis. The CSO explained to the individual that they were at serious risk of being hit by a vehicle should they continue to lie in that location. A second CSO arrived on the scene and the CSOs were able to motivate the individual to exit campus to lie in a safer location. ",19,58,2022,19.9666666666667,"Incident"
"220291","2022 08 30","0648","Graffiti","Trillium",2022-08-30 06:48:00,"Notes: A CSO on patrol encountered new graffiti in multiple locations on the east side of Trillium. Building services has been contacted for removal of the graffiti.",6,48,2022,6.8,"Incident"
"220292","2022 08 30","1925","Bias-Related Incident","South Lawn",2022-08-30 19:25:00,"Notes: A student reported that there was an attempt to burn a cross on the south lawn during the celebration that followed the Noise Parade. This report is being followed up on by the Office for Institutional Diversity. ",19,25,2022,19.4166666666667,"Incident"
"220293","2022 09 02 ","1105","No Contact Order","Campus",2022-09-02 11:05:00,"Notes: No Contact Orders were put in place at the request of the Title IX Coordinator.",11,5,2022,11.0833333333333,"Incident"
"220294","2022 09 02","1302","Medical Assist - Other","Residence Hall",2022-09-02 13:02:00,"Notes: A CSO responded to a request for medical assistance in a residence hall. When the CSO arrived the student stated that they had begun feeling better and declined any further medical intervention.",13,2,2022,13.0333333333333,"Incident"
"220295","2022 09 02","1352","Theft - Bike","McKinley Residence Hall",2022-09-02 13:52:00,"Notes: A student arrived at 28 West to report that their bike had been stolen from the bike rack outside of McKinley residence hall where it had been secured. ",13,52,2022,13.8666666666667,"Incident"
"220296","2022 09 02","1405","Medical Transport - Other","Campus",2022-09-02 14:05:00,"Notes: CSOs responded to a request for medical assistance. Upon arrival, the individual requiring assistance was assessed and it was determined that the individual should be transported to a nearby medical facility for further care and evaluation. The CSOs remained on the scene providing care until American Medical Response arrived and transported the individual to a medical facility. ",14,5,2022,14.0833333333333,"Incident"
"220297","2022 09 02","1444","28 West","Special Detail",2022-09-02 14:44:00,"Notes: A community member arrived at 28 West to discuss their cut bike lock and a note that had been left in place of their bike. The CSO reviewed the information they had available and relayed to the individual that the bike they had had been stolen from another community member the year before. The new owner of the bike stated that they had purchased the bike from a non-community member and could provide the proof of purchase. The CSO explained that at that time there was nothing they could do since the bike had been returned to its rightful owner but that the student was able to email the original owner who was now again in possession of the bike. The individual did so and they ended up having a phone conversation with the original owner of the bike. No further action was necessary from CS at this time.",14,44,2022,14.7333333333333,"Incident"
"220298","2022 09 02","2235","Medical Amnesty/Medical Assist - Alcohol","Residence Hall",2022-09-02 22:35:00,"Notes: CSOs responded to a request for medical assistance in relation to alcohol intoxication. The CSOs met with the student in need and a few friends accompanying the student. After assessing the student for signs of alcohol overdose it was concluded that no medical intervention would be necessary. The student’s friends offered to remain with the student until they felt better. ",22,35,2022,22.5833333333333,"Incident"
"220299","2022 09 02","2344","Medical Amnesty/Medical Assist - Alcohol/Student Concern","Campus",2022-09-02 23:44:00,"Notes: CSOs responded to a request for medical assistance in relation to alcohol intoxication. The CSOs met with the student in need and a friend accompanying the student. After assessing the student for signs of alcohol overdose it was concluded that no medical intervention would be necessary. The student did express a desire to meet with an Area Coordinator (AC), who was contacted. The AC met with the student and upon the conclusion of their conversation, the CSOs provided the student with an escort to their residence.",23,44,2022,23.7333333333333,"Incident"
"220300","2022 09 03","1933","Graffiti","Trillium",2022-09-03 19:33:00," ",19,33,2022,19.55,"Incident"
"220302","2022 09 04","0052","Theft of Motor Vehicle/Damage to Property/Clery Act Reportable Incident","Botsford Drive",2022-09-04 00:52:00,"Notes: A CSO on vehicle patrol encountered a green truck that was blocking the Reed vans parked off of Botsford Drive. The CSO observed an unknown individual exit the row of vans, climb into the green truck and leave. As the CSO followed behind the truck in an attempt to capture the license plate information, the truck sped up to a high rate of speed and did not stop at the stop sign at the intersection of 28th Ave and Steele St. The CSO returned to the Reed vans and noted that one van back door had been tampered with and another van showed signs of attempted vehicle theft, as its ignition keyhole had been severely damaged. ",0,52,2022,0.866666666666667,"Incident"
"220271","2022 08 22","0601","Graffiti/Damage to Property","Flagpole",2022-08-22 06:01:00,"Notes: A CSO dispatched to perform a flagpole detail arrived to find the cable that attaches the flag to the pole had been cut and graffiti had been painted on the cement at the base of the flagpole. ",6,1,2022,6.01666666666667,"Incident"
"220272","2022 08 22","1804","Theft - Other","Trillium",2022-08-22 18:04:00,"Notes: A CSO responded to a report of theft in Trillium. Upon arrival, the CSO met with a student who reported that they had left a bin of personal items near their vehicle while moving other items into their residence. The student observed that the bin was missing upon returning to their vehicle. After it became evident that the bin had not been moved into the building the student reported it as a theft.",18,4,2022,18.0666666666667,"Incident"
"220273","2022 08 22","2325","Unattended Alcohol or Drugs/Evidence of Drug Use","Northwest Quadrant",2022-08-22 23:25:00,"Notes: A CSO on patrol encountered a group of students conversing in the smoke shack near Chittick residence hall. The CSO observed multiple cans of alcohol in the immediate vicinity and what appeared to be an unsmoked cannabis joint lying on the picnic table. The CSO engaged in conversation with the students who all stated that the alcohol and joint had been there when they had arrived and that none of them had consumed any substances. The CSO disposed of the alcohol and joint and continued on with their patrol duties. ",23,25,2022,23.4166666666667,"Incident"
"220274","2022 08 22","2223","Medical Assist - Other","Residence Hall",2022-08-22 22:23:00,"Notes: A CSO responded to a request for medical assistance in a residence hall. The CSO met with a student and observed their condition, assessing for signs of a medical emergency. The CSO did not observe any signs or symptoms that warranted urgent medical attention. Another student arrived and the student who had requested medical attention opted to go on a walk around campus with the other student. Before departing, the CSO offered resources to the student and reminded them to call Community Safety again if they felt their condition had deteriorated.",22,23,2022,22.3833333333333,"Incident"
"220275","2022 08 24","0916","Information Only","Off Campus",2022-08-24 09:16:00,"Notes: The Community Safety director engaged in conversation with an individual who claimed to own a vehicle that had been parked for weeks on the sidewalk north of the sportsfield. The individual stated that they were living in the vehicle and that they knew the individual also living in the other vehicle parked next to theirs. They stated that they were working on fixing the vehicle to move it to a different location. The director advised the individual that the vehicles needed to be moved or they would be considered a long-term encampment and action would be taken to remove the vehicles.   ",9,16,2022,9.26666666666667,"Incident"
"220276","2022 08 24","2219","Information Only","Academic building",2022-08-24 22:19:00,"Notes: Community Safety received a report from a Reed faculty member regarding a message that had been left on a chalkboard outside of another professor’s classroom. The professor deemed the message concerning enough to warrant a report and possible follow up. ",22,19,2022,22.3166666666667,"Incident"
"220277","2022 08 25","1044","Theft from Structure","PAB",2022-08-25 10:44:00,"Notes: A Reed staff member reported that a portable battery charger owned by CEP had been stolen from just inside the PAB loading dock. ",10,44,2022,10.7333333333333,"Incident"
"220279","2022 08 26","2056","Alcohol Violation","Quad",2022-08-26 20:56:00,"Notes: While on patrol in the Quad, the CS director encountered a group of students drinking alcohol. The director approached the students and confirmed that none were of legal drinking age. The director requested they pour out the alcohol and continued on his patrol. ",20,56,2022,20.9333333333333,"Incident"
"220280","2022 08 26","2057","Alcohol Violation","Quad",2022-08-26 20:57:00,"Notes: While on patrol in the Quad, the CS director encountered an individual holding a can of alcohol. The director engaged the individual in conversation and confirmed that they were not of legal drinking age. The director poured out the beer and continued on with his patrol. ",20,57,2022,20.95,"Incident"
